Name,FAMACHA,Mean_R,Mean_G,Mean_B,Median_R,Median_G,Median_B,Std_R,Std_G,Std_B
img118_3.JPG,1,198.87,126.52,135.03,208.0,123.0,132.0,34.57,33.63,37.03
img119_3.JPG,1,210.96,142.4,155.0,221.0,142.0,154.0,39.51,37.08,41.0
img11_4.jpg,1,189.59,159.43,168.99,195.0,164.0,173.0,30.02,32.57,36.44
img120_3.JPG,1,217.8,145.94,150.07,228.0,143.0,148.0,35.41,34.6,38.4
img121_2.JPG,0,176.86,86.79,88.72,183.0,86.0,88.0,32.66,31.05,31.53
img122_2.JPG,0,178.01,87.56,88.1,190.0,86.0,88.0,41.88,37.62,38.98
img123_2.JPG,0,206.2,104.82,105.34,210.0,103.0,103.0,26.18,22.25,22.27
img124_3.JPG,1,239.72,158.37,167.98,247.0,158.0,168.0,23.99,30.77,32.99
img125_3.JPG,1,204.93,134.97,138.78,211.0,127.0,130.0,36.24,41.26,44.52
img126_1.jpg,0,124.11,75.94,89.62,135.0,73.0,88.0,49.92,36.91,36.53
img127_2.jpg,0,231.09,192.78,200.55,246.0,201.0,210.0,39.41,44.68,43.46
img128_2.jpg,0,153.73,88.69,97.84,160.0,89.0,99.0,35.13,33.98,34.19
img129_1.jpg,0,172.45,103.59,119.81,192.0,106.0,122.0,57.62,46.41,47.39
img12_2.jpg,0,195.63,132.45,128.1,208.0,131.0,127.0,41.28,40.94,43.8
img130_2.jpg,0,157.46,108.04,120.91,169.0,103.0,118.0,46.55,47.78,47.5
img131_2.jpg,0,191.25,157.06,165.83,219.0,187.0,197.0,65.32,77.88,76.57
img132_3.jpg,1,142.25,89.32,96.03,150.0,89.0,93.0,42.36,28.22,29.84
img133_2.jpg,0,189.19,123.55,141.07,201.0,125.0,142.0,40.67,38.39,38.79
img134_1.jpg,0,155.41,86.89,95.8,164.0,77.0,90.0,38.91,41.13,39.81
img136_3.jpg,1,213.06,166.42,168.34,222.0,171.0,171.0,31.65,37.57,37.61
img138_4.jpg,1,228.31,190.51,187.82,243.0,191.0,188.0,35.7,43.09,42.79
img139_3.jpg,1,186.58,145.26,145.1,193.0,144.0,145.0,33.08,40.73,39.56
img13_3.jpg,1,218.73,177.61,181.06,227.0,184.0,187.0,33.33,36.24,39.25
img140_3.jpg,1,207.46,160.18,155.0,213.0,163.0,151.0,27.77,37.25,37.61
img143_4.jpg,1,215.2,158.4,159.48,221.0,159.0,160.0,25.94,34.69,35.74
img144_2.jpg,0,214.5,158.88,157.5,221.0,161.0,160.0,33.01,38.2,38.89
img145_2.jpg,0,194.93,135.27,134.36,204.0,138.0,138.0,39.32,52.89,51.34
img146_2.jpg,0,228.29,160.39,162.66,233.0,159.0,162.0,21.13,37.67,36.73
img148_4.jpg,1,197.29,148.89,145.07,204.0,150.0,145.0,27.0,29.92,31.43
img149_2.jpg,0,195.82,129.42,125.9,205.0,130.0,130.0,30.6,40.14,39.8
img14_4.jpg,1,201.1,162.68,152.15,207.0,165.0,155.0,24.95,33.16,33.73
img150_2.jpg,0,200.33,125.31,124.8,207.0,125.0,126.0,29.55,49.09,46.09
img151_2.jpg,0,213.63,144.67,144.28,224.0,152.0,150.0,37.6,52.7,50.68
img152_3.jpg,1,227.29,171.43,170.39,236.0,174.0,172.0,24.94,30.44,29.42
img153_3.jpg,1,205.06,149.09,150.01,216.0,162.0,160.0,36.32,54.02,53.5
img154_3.jpg,1,204.01,146.08,143.78,214.0,156.0,151.0,36.93,52.34,51.93
img155_3.jpg,1,220.52,151.45,152.17,233.0,160.0,161.0,33.75,46.57,45.89
img156_3.jpg,1,190.83,132.47,129.21,202.0,138.0,132.0,38.88,40.53,42.37
img157_3.jpg,1,172.5,97.5,97.6,177.0,102.0,104.0,32.09,39.96,39.25
img158_3.jpg,1,173.63,120.93,122.4,178.0,126.0,127.0,25.49,36.55,35.85
img15_4.jpg,1,216.25,191.72,181.04,225.0,199.0,188.0,29.89,38.92,42.89
img160_4.jpg,1,188.43,158.07,159.69,194.0,159.0,157.0,33.86,46.9,48.04
img161_4.jpg,1,221.37,176.19,168.18,227.0,183.0,175.0,23.02,35.76,34.25
img164_4.jpg,1,153.73,111.04,126.39,163.0,119.0,133.0,44.78,37.15,40.69
img165_3.jpg,1,162.21,114.78,130.48,171.0,116.0,135.0,44.38,55.8,57.26
img166_3.jpg,1,178.14,137.56,131.86,192.0,138.0,134.0,36.56,38.35,37.67
img167_4.jpg,1,212.84,178.66,181.28,220.0,182.0,187.0,30.86,29.44,30.11
img168_3.jpg,1,119.38,59.69,64.63,118.0,52.0,59.0,47.33,35.39,32.1
img169_3.jpg,1,146.1,90.8,95.63,131.0,80.0,85.0,50.16,44.32,44.61
img16_2.jpg,0,191.55,111.72,116.24,199.0,102.0,107.0,37.6,36.51,38.67
img172_4.jpg,1,204.61,158.93,157.32,214.0,167.0,166.0,35.19,40.63,40.76
img173_4.jpg,1,218.99,175.78,174.43,229.0,179.0,178.0,34.15,53.31,53.13
img174_4.jpg,1,204.11,155.84,171.59,213.0,159.0,177.0,38.04,45.33,43.17
img17_4.jpg,1,217.91,150.67,144.75,230.0,154.0,147.0,32.98,34.94,37.92
img18_2.jpg,0,215.32,158.44,150.13,229.0,163.0,153.0,38.09,42.17,43.18
img19_3.jpg,1,190.8,163.18,160.61,199.0,170.0,168.0,33.65,44.74,48.13
img1_4.jpg,1,213.24,170.41,157.2,217.0,172.0,158.0,23.42,31.23,36.46
img20_4.jpg,1,185.94,172.67,176.87,197.0,181.0,185.0,34.29,37.47,41.39
img21_4.jpg,1,182.97,156.33,156.44,194.0,158.0,159.0,29.9,37.43,39.7
img221_2.jpg,0,185.07,144.95,168.37,189.0,144.0,170.0,32.49,39.98,40.91
img222_1.jpg,0,131.73,77.62,95.37,125.0,72.0,92.0,47.87,45.9,50.52
img223_2.jpg,0,168.22,129.19,158.23,178.0,130.0,162.0,31.0,38.22,38.52
img224_2.jpg,0,197.98,135.86,158.82,208.0,136.0,164.0,37.91,35.46,36.44
img226_1.jpg,0,143.23,96.09,115.09,139.0,92.0,114.0,46.74,47.32,50.27
img227_4.jpg,1,193.55,167.09,189.0,200.0,180.0,206.0,41.81,51.28,51.08
img228_2.jpg,0,187.79,136.81,164.33,193.0,141.0,172.0,36.66,44.67,42.49
img229_2.jpg,0,129.37,85.59,106.62,128.0,81.0,107.0,55.84,55.58,60.98
img22_3.jpg,1,185.15,143.14,138.73,199.0,144.0,139.0,40.0,42.94,44.81
img230_2.jpg,0,209.2,152.07,154.56,218.0,147.0,150.0,33.19,47.81,49.09
img231_3.jpg,1,157.39,112.32,119.57,164.0,113.0,120.0,31.97,28.0,30.68
img232_2.jpg,0,155.32,89.73,82.41,149.0,81.0,73.0,34.11,34.62,34.37
img234_1.jpg,0,136.04,82.29,94.94,139.0,81.0,95.0,28.82,28.29,28.06
img235_1.jpg,0,197.63,158.54,186.05,204.0,165.0,193.0,34.88,50.75,46.48
img236_1.jpg,0,145.73,109.5,136.41,147.0,105.0,134.0,39.97,46.12,49.18
img237_2.jpg,0,136.38,94.77,101.62,141.0,100.0,107.0,40.41,32.98,34.32
img238_3.jpg,1,186.53,135.22,147.24,190.0,133.0,150.0,51.09,71.34,70.5
img239_3.jpg,1,121.59,90.98,114.06,117.0,86.0,112.0,47.15,45.09,48.42
img23_2.jpg,0,180.92,105.54,98.43,189.0,98.0,90.0,36.01,35.91,35.64
img242_2.jpg,0,128.45,90.28,112.43,123.0,79.0,105.0,51.21,52.96,57.69
img243_1.jpg,0,169.29,119.1,133.29,174.0,116.0,131.0,30.6,39.29,39.02
img244_3.jpg,1,164.46,129.83,149.54,165.0,128.0,151.0,45.19,48.32,49.6
img245_2.jpg,0,158.3,106.9,108.66,158.0,104.0,107.0,44.58,35.26,38.18
img246_2.jpg,0,190.25,164.43,181.24,207.0,176.0,195.0,49.98,49.71,50.71
img247_4.jpg,1,130.3,96.14,110.81,120.0,76.0,94.0,56.19,60.15,63.93
img248_2.jpg,0,185.04,143.13,160.66,187.0,141.0,163.0,46.92,54.93,54.06
img24_3.jpg,1,220.97,176.18,182.82,227.0,183.0,190.0,25.45,43.42,45.29
img250_2.jpg,0,183.36,127.7,149.27,190.0,129.0,153.0,30.03,43.57,43.3
img251_1.jpg,0,168.32,111.37,112.73,177.0,108.0,109.0,34.38,39.29,41.05
img252_3.jpg,1,178.76,129.99,130.47,188.0,128.0,129.0,36.03,46.69,47.74
img253_2.jpg,0,196.62,147.57,175.22,203.0,155.0,183.0,34.37,56.66,52.99
img254_2.jpg,0,143.77,95.93,120.21,137.0,82.0,110.0,51.27,55.17,57.92
img255_1.jpg,0,151.7,101.48,128.67,151.0,94.0,124.0,46.56,41.98,45.07
img256_2.jpg,0,205.11,165.79,192.17,213.0,170.0,198.0,29.68,41.27,39.35
img257_3.jpg,1,170.63,124.88,143.17,178.0,126.0,145.0,27.56,37.5,38.02
img258_3.jpg,1,89.37,60.23,81.91,89.0,62.0,86.0,31.54,24.45,28.88
img259_2.jpg,0,179.78,143.17,171.42,189.0,148.0,183.0,45.47,48.28,48.5
img25_1.JPG,0,141.34,67.4,77.55,149.0,58.0,68.0,45.49,38.09,39.26
img260_3.jpg,1,172.56,126.71,149.52,183.0,125.0,150.0,35.71,44.77,45.51
img261_3.jpg,1,168.31,113.85,141.54,182.0,116.0,147.0,41.11,37.19,39.93
img262_3.jpg,1,181.41,135.14,157.47,199.0,135.0,159.0,41.73,48.51,49.29
img263_1.jpg,0,177.9,116.71,143.42,189.0,118.0,148.0,40.31,54.76,55.79
img264_2.jpg,0,209.04,170.36,194.95,216.0,177.0,200.0,26.3,43.58,39.21
img265_2.jpg,0,147.1,119.62,139.6,152.0,115.0,136.0,27.35,37.95,38.77
img267_2.jpg,0,135.39,91.39,115.63,134.0,78.0,107.0,60.57,65.7,67.53
img268_3.jpg,1,141.11,114.0,141.83,145.0,124.0,156.0,54.99,53.4,57.86
img269_3.jpg,1,103.33,77.7,79.6,99.0,78.0,80.0,36.2,20.07,16.81
img26_1.JPG,0,149.99,73.68,83.32,154.0,67.0,76.0,38.98,35.02,36.01
img270_2.jpg,0,206.07,128.84,125.32,217.0,129.0,124.0,38.77,34.54,34.36
img272_1.jpg,0,126.2,82.37,107.6,127.0,76.0,102.0,49.77,46.34,51.03
img273_2.jpg,0,162.58,111.09,141.38,170.0,108.0,141.0,35.87,41.62,41.93
img274_3.jpg,1,171.93,110.66,132.71,183.0,112.0,135.0,35.43,32.67,35.17
img275_2.jpg,0,134.59,96.99,110.7,139.0,99.0,114.0,38.16,30.46,34.62
img276_2.jpg,0,122.69,68.08,73.69,129.0,69.0,75.0,21.25,14.95,16.08
img277_1.jpg,0,150.54,116.81,135.0,172.0,118.0,137.0,54.42,42.38,45.39
img278_1.jpg,0,149.4,99.5,123.21,149.0,97.0,121.0,36.78,39.66,41.55
img279_2.jpg,0,179.08,107.35,107.28,180.0,109.0,109.0,36.9,28.29,29.84
img27_2.JPG,0,144.19,69.27,78.31,149.0,62.0,71.0,36.06,31.38,32.01
img280_3.jpg,1,131.47,85.92,83.19,131.0,78.0,75.0,37.71,37.43,35.9
img281_2.jpg,0,135.59,81.66,94.38,132.0,75.0,88.0,37.9,37.8,41.39
img283_2.jpg,0,181.53,121.03,142.33,196.0,125.0,151.0,46.7,46.6,50.98
img284_3.jpg,1,163.41,128.34,138.73,160.0,114.0,126.0,42.14,55.22,55.69
img285_3.jpg,1,123.48,90.94,113.76,123.0,94.0,120.0,45.1,37.88,42.82
img286_3.jpg,1,156.25,125.95,146.58,163.0,130.0,150.0,30.01,28.09,32.76
img287_3.jpg,1,188.7,125.62,132.76,194.0,133.0,141.0,34.78,38.08,38.57
img288_2.jpg,0,197.84,146.7,164.24,211.0,150.0,171.0,39.4,43.73,44.12
img28_3.JPG,1,223.06,153.59,158.56,230.0,153.0,159.0,27.23,33.13,35.5
img290_3.jpg,1,196.51,168.9,183.29,206.0,170.0,186.0,35.25,38.6,41.93
img291_3.jpg,1,171.37,107.56,94.53,173.0,104.0,92.0,16.98,20.0,19.51
img292_3.jpg,1,199.08,172.23,172.5,206.0,168.0,167.0,38.81,51.73,54.19
img293_3.jpg,1,65.16,37.24,44.58,63.0,33.0,40.0,20.89,17.84,18.3
img294_2.jpg,0,144.19,85.68,92.46,144.0,81.0,88.0,35.26,37.47,38.41
img295_3.jpg,1,192.31,143.52,156.47,207.0,153.0,168.0,43.02,50.59,52.59
img296_3.jpg,1,194.16,153.15,172.7,203.0,160.0,182.0,42.69,44.68,46.48
img29_3.JPG,1,212.76,140.46,148.48,220.0,142.0,149.0,31.73,30.68,32.48
img2_4.jpg,1,216.39,197.32,194.75,231.0,205.0,202.0,43.22,44.21,43.72
img30_4.jpg,1,205.29,161.46,169.2,219.0,170.0,178.0,44.12,44.45,45.97
img31_3.jpg,1,199.69,155.05,163.49,212.0,154.0,162.0,50.38,48.43,49.71
img32_3.jpg,1,206.44,138.82,143.96,212.0,136.0,141.0,33.85,34.71,35.75
img33_4.jpg,1,187.99,159.44,164.52,200.0,165.0,171.0,47.49,47.05,49.93
img34_3.jpg,1,221.09,158.06,161.28,225.0,159.0,162.0,22.25,31.77,33.2
img35_3.jpg,1,224.95,180.06,186.61,242.0,190.0,196.0,46.09,46.22,47.24
img36_3.jpg,1,198.78,125.02,123.33,203.0,120.0,118.0,26.62,33.66,35.36
img37_4.jpg,1,207.75,157.36,156.46,232.0,167.0,167.0,62.84,60.19,60.54
img39_3.jpg,1,162.2,127.89,142.02,174.0,131.0,144.0,44.08,41.62,45.22
img3_1.jpg,0,191.91,104.21,93.24,205.0,102.0,90.0,42.64,35.24,34.81
img40_1.jpg,0,173.7,95.92,101.93,175.0,92.0,98.0,25.89,41.07,41.84
img41_1.jpg,0,158.75,91.93,100.46,160.0,78.0,86.0,38.44,44.26,47.69
img42_2.JPG,0,185.06,129.87,142.11,196.0,131.0,142.0,46.22,39.58,42.82
img43_2.jpg,0,153.03,95.33,100.27,186.0,95.0,98.0,75.85,56.54,57.47
img44_3.jpg,1,231.62,172.42,176.24,238.0,176.0,182.0,26.11,43.85,46.78
img45_3.jpg,1,187.47,127.99,135.89,192.0,126.0,135.0,37.52,46.89,49.42
img46_4.jpg,1,184.48,148.63,163.34,206.0,156.0,171.0,62.7,63.12,67.9
img47_3.jpg,1,232.66,180.64,175.56,237.0,179.0,174.0,21.19,34.77,36.32
img48_4.jpg,1,211.95,174.53,178.95,223.0,181.0,185.0,44.67,44.69,46.39
img49_3.jpg,1,199.67,144.71,150.18,206.0,145.0,151.0,33.1,47.96,49.41
img50_4.jpg,1,202.02,176.23,187.05,205.0,175.0,187.0,33.01,41.19,42.23
img51_3.jpg,1,211.77,134.38,144.38,223.0,140.0,151.0,40.5,52.13,53.56
img52_3.jpg,1,192.36,141.22,144.87,214.0,150.0,155.0,55.4,56.87,59.29
img53_2.jpg,0,185.84,109.39,116.98,186.0,104.0,110.0,28.0,44.99,45.25
img54_2.jpg,0,170.52,97.99,102.29,175.0,93.0,97.0,33.03,38.65,40.14
img55_2.jpg,0,225.43,148.23,152.59,230.0,155.0,158.0,21.03,40.42,39.92
img56_2.jpg,0,218.93,164.28,165.18,244.0,177.0,179.0,56.03,59.18,59.38
img57_1.jpg,0,184.57,117.22,129.88,187.0,116.0,129.0,28.35,40.34,41.78
img58_2.jpg,0,215.59,144.04,144.36,221.0,147.0,146.0,29.0,44.57,46.75
img59_2.jpg,0,206.71,124.05,126.04,211.0,122.0,125.0,28.63,40.97,42.9
img5_4.jpg,1,218.52,171.45,168.49,226.0,173.0,170.0,26.66,34.93,37.53
img60_2.jpg,0,217.72,171.99,173.76,232.0,178.0,182.0,32.35,46.08,47.01
img61_3.jpg,1,235.1,186.12,184.49,238.0,191.0,190.0,17.24,35.34,37.2
img62_4.jpg,1,213.66,194.16,198.14,221.0,199.0,203.0,33.51,36.37,37.75
img63_2.JPG,0,169.12,93.63,99.09,177.0,90.0,97.0,27.95,24.72,22.25
img64_1.JPG,0,144.32,74.52,97.27,141.0,66.0,89.0,40.17,38.84,42.68
img65_2.jpg,0,238.47,192.09,198.05,246.0,195.0,201.0,19.68,36.38,36.63
img66_2.jpg,0,220.86,169.26,169.63,231.0,174.0,175.0,31.5,45.22,45.96
img67_1.jpg,0,159.19,98.7,117.53,164.0,93.0,113.0,38.92,50.12,53.1
img68_3.jpg,1,164.72,109.12,121.17,170.0,101.0,115.0,33.5,41.8,45.77
img69_3.jpg,1,206.9,151.17,144.67,211.0,150.0,144.0,26.81,37.39,38.33
img6_3.jpg,1,196.94,154.84,155.26,205.0,157.0,158.0,40.83,44.88,46.06
img70_4.jpg,1,232.68,192.51,191.32,240.0,194.0,195.0,24.41,33.64,33.82
img71_2.jpg,0,189.98,111.42,112.1,199.0,106.0,107.0,33.02,35.01,36.97
img72_2.jpg,0,218.47,158.75,160.04,224.0,157.0,158.0,28.97,37.76,37.91
img73_3.jpg,1,188.83,129.61,131.28,221.0,140.0,142.0,69.53,56.06,54.51
img74_4.jpg,1,195.81,153.27,152.2,242.0,179.0,178.0,83.05,70.59,68.47
img75_4.jpg,1,219.65,188.07,181.38,225.0,192.0,185.0,24.61,38.09,39.98
img76_4.jpg,1,227.7,203.8,197.83,242.0,216.0,209.0,32.85,41.8,42.23
img77_3.jpg,1,231.72,186.68,188.25,240.0,190.0,193.0,27.42,47.71,47.22
img78_4.jpg,1,219.14,174.49,179.22,223.0,175.0,182.0,29.6,42.63,42.58
img79_4.jpg,1,209.44,166.43,167.47,215.0,166.0,167.0,25.92,31.63,31.62
img7_1.jpg,0,198.26,129.78,133.75,200.0,120.0,123.0,28.58,48.0,49.62
img80_4.jpg,1,217.99,168.04,164.96,223.0,173.0,172.0,29.73,41.24,43.07
img81_4.jpg,1,211.82,152.63,159.57,221.0,156.0,164.0,35.7,48.45,48.94
img82_4.jpg,1,229.9,182.13,177.85,244.0,189.0,185.0,43.22,50.61,50.96
img83_4.jpg,1,148.84,113.15,116.07,170.0,113.0,115.0,76.78,65.99,66.26
img84_4.jpg,1,220.54,179.09,176.23,231.0,182.0,179.0,33.74,37.4,38.79
img85_1.JPG,0,115.25,63.13,68.21,115.0,55.0,59.0,51.95,32.94,34.77
img86_3.JPG,1,212.18,132.4,135.47,218.0,127.0,131.0,28.54,27.99,28.99
img87_3.JPG,1,182.36,124.69,121.69,185.0,119.0,116.0,29.87,31.79,30.48
img88_5.jpg,1,219.84,194.07,194.58,223.0,193.0,194.0,19.96,26.37,29.27
img89_5.jpg,1,219.11,203.52,201.79,233.0,212.0,210.0,36.64,36.23,36.62
img8_5.jpg,1,188.52,175.84,172.37,195.0,182.0,180.0,27.2,32.84,36.5
img90_4.jpg,1,185.64,152.74,153.36,207.0,166.0,167.0,57.57,53.08,52.76
img91_5.jpg,1,188.65,165.28,166.64,214.0,183.0,184.0,65.68,62.46,62.01
img92_5.jpg,1,212.54,183.43,184.55,214.0,186.0,187.0,22.14,29.9,33.17
img93_5.jpg,1,203.27,192.3,193.97,217.0,203.0,203.0,39.03,40.51,41.1
img94_2.jpg,0,193.62,136.61,147.12,208.0,144.0,156.0,44.17,45.33,45.35
img96_4.jpg,1,179.59,133.28,125.7,197.0,143.0,134.0,59.16,47.88,47.48
img97_4.jpg,1,199.99,158.74,153.71,221.0,175.0,171.0,64.22,55.61,55.6
img98_3.jpg,1,172.79,130.14,145.02,184.0,129.0,144.0,44.93,38.79,42.23
img99_3.jpg,1,172.9,125.56,141.15,178.0,124.0,141.0,32.61,34.4,36.89
img9_2.jpg,0,195.68,137.68,147.88,208.0,136.0,148.0,36.01,40.79,42.11
img176_3.jpeg,1,216.95,153.69,145.14,228.0,158.0,149.0,33.64,37.28,39.51
img177_3.jpeg,1,218.44,159.39,163.15,228.0,164.0,169.0,32.9,52.01,51.45
img178_2.jpeg,0,206.23,153.99,156.35,216.0,167.0,171.0,24.13,37.32,39.37
img179_3.jpeg,1,207.06,159.61,156.44,213.0,164.0,162.0,33.4,35.3,38.95
img180_3.jpeg,1,203.78,163.02,155.79,209.0,174.0,168.0,32.52,45.96,50.25
img182_2.jpeg,0,134.64,64.59,64.62,135.0,62.0,63.0,24.37,18.59,19.47
img183_2.jpeg,0,235.57,194.98,185.56,244.0,203.0,193.0,23.0,40.18,41.4
img184_2.jpeg,0,213.89,130.23,120.85,223.0,127.0,117.0,33.05,45.61,48.9
img185_5.jpeg,1,223.39,191.15,198.06,228.0,190.0,197.0,19.25,18.44,21.13
img186_2.jpeg,0,172.16,126.57,125.66,202.0,130.0,127.0,66.06,59.92,61.5
img187_4.jpeg,1,218.79,170.77,164.04,223.0,178.0,173.0,28.15,36.56,42.39
img189_3.jpeg,1,238.3,181.59,185.6,245.0,185.0,191.0,23.27,39.18,40.08
img190_3.jpeg,1,224.14,159.14,147.6,231.0,163.0,149.0,25.14,30.85,32.56
img192_4.jpeg,1,248.51,191.92,177.28,254.0,191.0,176.0,15.94,28.78,30.23
img193_3.jpeg,1,200.03,137.01,130.27,204.0,137.0,131.0,17.4,32.98,32.75
img195_1.jpeg,0,222.78,140.05,127.53,229.0,133.0,123.0,23.52,53.31,49.32
img196_2.jpeg,0,178.62,137.23,135.25,184.0,143.0,140.0,22.0,34.31,39.23
img197_3.jpeg,1,200.35,134.44,127.26,213.0,138.0,132.0,39.33,37.67,38.85
img199_3.jpeg,1,202.92,125.09,128.73,211.5,124.0,127.0,27.18,25.85,28.43
img200_2.jpeg,0,233.9,158.48,149.39,240.0,160.0,150.0,24.01,37.21,38.31
img201_3.jpeg,1,228.76,146.24,135.16,233.0,146.0,133.0,17.86,27.04,26.54
img202_3.jpeg,1,170.29,106.05,112.63,176.0,98.0,105.0,37.66,38.33,40.89
img203_3.jpeg,1,189.86,128.92,123.55,202.0,133.0,126.0,46.65,43.66,46.34
img204_3.jpeg,1,219.35,181.03,179.03,231.0,199.0,197.0,30.11,48.54,48.6
img205_3.jpeg,1,198.28,151.65,147.57,205.0,148.0,146.0,34.47,56.28,59.78
img206_3.jpeg,1,187.03,155.13,158.36,197.0,154.0,156.0,30.02,29.31,34.92
img208_4.jpeg,1,231.61,173.73,167.1,246.0,181.0,174.0,31.81,36.46,38.74
img209_3.jpeg,1,216.47,141.26,134.18,226.0,149.0,140.0,32.95,41.79,43.18
img210_2.jpeg,0,150.9,100.94,107.65,157.0,95.0,99.0,32.03,33.98,37.18
img212_3.jpeg,1,229.63,172.54,161.35,243.0,178.0,168.0,29.23,43.63,46.78
img215_2.jpeg,0,224.46,150.37,150.69,235.0,148.0,149.0,31.99,41.31,43.08
img216_3.jpeg,1,229.56,179.42,178.7,236.0,187.0,186.0,22.07,35.94,37.16
img217_3.jpeg,1,159.91,117.59,112.36,163.0,110.0,104.0,34.5,43.8,48.98
img219_4.jpeg,1,198.6,141.56,121.78,214.0,150.0,127.0,42.67,40.38,38.42
img220_3.jpeg,1,241.96,188.43,175.31,251.0,192.0,179.0,21.08,28.45,29.01
