Name,FAMACHA,Mean_R,Mean_G,Mean_B,Median_R,Median_G,Median_B,Std_R,Std_G,Std_B
270_640x640img232_2.jpg,0,120.02,76.83,71.06,132.0,71.0,64.0,59.76,42.14,39.34
180_640x640img78_4.jpg,1,172.92,137.32,141.26,209.0,145.0,152.0,73.39,65.45,66.51
90_640x640img127_2.jpg,0,192.99,163.67,171.29,236.0,184.0,194.0,72.51,65.22,65.24
90_640x640img230_2.jpg,0,187.71,137.73,140.13,211.0,137.0,140.0,58.15,55.99,57.07
180_640x640img147_2.jpg,0,131.88,116.25,123.08,134.0,116.0,121.0,62.71,67.06,65.91
180_640x640img46_4.jpg,1,154.67,126.4,139.3,181.0,133.0,147.0,77.62,69.95,75.44
270_640x640img97_4.jpg,1,178.72,144.41,139.96,211.0,163.0,158.0,73.24,60.18,59.95
90_640x640img19_3.jpg,1,125.68,112.75,111.58,119.0,105.0,103.0,70.04,64.04,64.92
180_640x640img108_2.jpg,0,204.93,159.52,174.89,218.0,161.0,179.0,41.21,41.92,43.13
180_640x640img1_4.jpg,1,160.94,130.37,119.29,192.0,142.0,122.0,70.98,60.26,58.57
180_640x640img210_2.jpg,0,134.51,90.95,96.12,147.0,88.0,91.0,45.13,38.52,41.15
180_640x640img122_2.jpg,0,117.31,63.84,63.97,115.0,58.0,57.0,69.25,44.14,45.56
180_640x640img6_3.jpg,1,139.61,118.91,120.91,135.0,111.0,112.0,69.75,55.82,55.55
270_640x640img215_2.jpg,0,151.49,120.11,121.94,146.0,119.0,119.0,73.16,55.89,56.02
180_640x640img229_2.jpg,0,109.81,76.52,94.07,93.0,59.0,74.0,61.04,54.86,61.22
270_640x640img101_3.jpg,1,144.95,107.86,128.54,159.0,104.0,127.0,56.18,42.25,43.37
270_640x640img224_2.jpg,0,174.35,123.58,142.28,196.0,128.0,154.0,58.94,46.83,51.43
270_640x640img127_2.jpg,0,192.9,163.63,171.3,236.0,184.0,194.0,72.57,65.29,65.21
180_640x640img220_3.jpg,1,154.29,115.64,104.08,157.0,111.0,90.0,74.44,60.86,59.77
90_640x640img146_2.jpg,0,171.91,128.44,129.6,205.0,130.0,131.0,69.6,54.76,55.38
270_640x640img190_3.jpg,1,131.64,96.77,84.23,122.0,89.0,75.0,71.88,54.67,50.96
270_640x640img209_3.jpg,1,108.2,73.63,66.55,89.0,55.0,50.0,80.28,59.42,54.82
90_640x640img280_3.jpg,1,104.34,70.61,69.07,101.0,61.0,60.0,47.3,37.48,35.35
90_640x640img181_2.jpg,0,157.67,110.76,103.67,166.0,108.0,99.0,71.61,54.19,54.22
90_640x6402023-09-13&m49_3.jpg,1,139.11,121.98,120.5,155.0,132.0,127.0,56.43,46.93,45.9
270_640x640img122_2.jpg,0,117.43,63.88,64.03,115.0,58.0,58.0,69.16,44.15,45.55
270_640x640img247_4.jpg,1,117.61,91.05,103.56,103.0,71.0,83.0,56.96,58.27,62.56
90_640x640img278_1.jpg,0,136.25,95.95,115.26,143.0,95.0,115.0,45.8,43.17,45.46
90_640x640img130_2.jpg,0,109.6,78.76,89.37,102.0,65.0,75.0,66.54,54.39,55.43
180_640x640img290_3.jpg,1,137.35,125.07,134.98,144.0,132.0,131.0,67.25,60.94,64.52
90_640x640img97_4.jpg,1,178.73,144.37,139.99,211.0,163.0,159.0,73.26,60.2,59.95
270_640x640img235_1.jpg,0,175.85,145.11,166.86,194.0,146.0,171.0,51.92,55.29,56.53
180_640x6402023-09-13&27_1.jpg,0,74.67,59.94,58.6,35.0,32.0,33.0,68.6,55.83,53.96
180_640x640img270_2.jpg,0,162.03,105.4,102.11,172.0,111.0,107.0,61.46,44.09,43.47
90_640x640img170_2.jpg,0,141.97,121.68,125.71,145.0,124.0,130.0,64.28,54.68,52.58
90_640x640img153_3.jpg,1,143.43,112.44,113.12,152.0,115.0,115.0,70.02,62.95,63.33
90_640x640img238_3.jpg,1,165.68,123.13,133.36,158.0,110.0,119.0,56.41,65.71,66.09
270_640x640img178_2.jpg,0,105.56,68.68,68.38,89.0,57.0,52.0,68.45,52.3,53.37
90_640x640img57_1.jpg,0,146.85,96.08,106.11,162.0,89.0,100.0,58.22,46.34,49.79
180_640x640img9_2.jpg,0,134.28,96.19,103.38,125.0,87.0,93.0,67.26,49.81,52.66
180_640x640img145_2.jpg,0,131.0,97.5,97.34,138.0,83.0,82.0,76.06,62.07,60.39
90_640x640img294_2.jpg,0,137.48,89.74,93.29,142.0,82.0,88.0,46.66,48.41,47.94
90_640x640img115_3.jpg,1,120.46,67.13,75.67,140.0,68.0,79.0,62.45,39.65,42.55
90_640x640img168_3.jpg,1,87.73,64.46,62.62,78.0,55.0,54.0,52.4,41.41,35.33
270_640x640img158_3.jpg,1,91.0,72.0,73.24,65.0,53.0,56.0,61.16,47.18,44.93
90_640x640img86_3.jpg,1,133.42,86.91,88.0,142.0,99.0,100.0,80.1,53.77,55.67
90_640x640img96_4.jpg,1,148.05,112.97,106.29,172.0,124.0,113.0,69.07,52.82,52.1
90_640x640img195_1.jpg,0,180.52,130.97,114.19,205.0,128.0,102.0,64.08,58.3,56.12
90_640x640img41_1.jpg,0,125.97,71.0,74.17,134.0,65.0,67.0,51.72,40.86,44.61
90_640x640img151_2.jpg,0,146.29,112.52,109.93,133.0,106.0,103.0,70.0,54.34,53.45
270_640x6402023-09-13&26_3.jpg,1,124.38,108.95,103.91,124.0,104.0,98.0,50.01,51.53,54.15
270_640x640img132_3.jpg,1,92.46,68.49,77.53,72.0,61.0,69.0,58.84,36.26,35.47
180_640x6402023-09-13&20_2.jpg,0,120.19,108.43,110.79,124.0,103.0,101.0,39.98,40.64,45.21
270_640x640img3_1.jpg,0,134.33,82.9,70.75,159.0,85.0,72.0,79.42,48.6,41.41
270_640x640img81_4.jpg,1,177.24,133.79,139.58,204.0,138.0,145.0,65.03,57.12,58.21
270_640x640img279_2.jpg,0,154.85,93.91,91.76,157.0,99.0,97.0,53.31,36.76,39.19
180_640x640img231_3.jpg,1,110.43,92.75,95.47,119.0,95.0,93.0,56.53,51.43,52.59
180_640x640img202_3.jpg,1,130.26,89.17,93.74,144.0,81.0,85.0,63.26,48.85,50.91
90_640x640img33_4.jpg,1,155.75,135.66,139.37,178.0,146.0,151.0,67.12,58.34,61.99
90_640x640img119_3.jpg,1,151.45,104.89,114.33,162.0,110.0,118.0,77.54,56.26,60.12
90_640x640img116_3.jpg,1,164.35,106.83,111.7,184.0,114.0,119.0,73.39,48.72,51.55
180_640x640img83_4.jpg,1,133.12,103.06,105.06,135.0,94.0,93.0,73.02,62.07,62.9
270_640x640img296_3.jpg,1,183.73,148.25,166.56,195.0,159.0,179.0,51.11,48.45,51.29
180_640x640img70_4.jpg,1,209.8,172.93,171.38,236.0,187.0,187.0,59.72,57.02,57.72
180_640x640img14_4.jpg,1,152.53,125.7,117.23,190.0,142.0,133.0,69.8,59.91,58.27
180_640x640img186_2.jpg,0,151.23,116.76,115.53,178.0,111.0,107.0,69.08,58.79,60.56
90_640x640img68_3.jpg,1,140.92,93.82,103.08,152.0,85.0,94.0,51.62,46.93,52.18
90_640x640img52_3.jpg,1,167.37,128.39,131.39,196.0,133.0,137.0,67.77,58.46,60.74
180_640x640img208_4.jpg,1,150.17,114.2,107.71,148.0,106.0,94.0,77.75,61.96,59.92
180_640x640img218_3.jpg,1,157.67,124.93,118.02,161.0,127.0,117.0,65.3,51.08,52.4
270_640x640img57_1.jpg,0,146.79,96.08,106.07,162.0,89.0,100.0,58.3,46.36,49.83
180_640x6402023-09-13&m46_1.jpg,0,113.31,94.99,86.45,83.0,78.0,74.0,75.16,61.03,56.34
270_640x640img252_3.jpg,1,157.79,114.63,114.75,172.0,110.0,111.0,50.52,51.04,52.11
270_640x640img41_1.jpg,0,126.01,71.05,74.18,134.0,65.0,67.0,51.68,40.84,44.59
270_640x640img161_4.jpg,1,168.56,139.65,135.13,198.0,148.0,143.0,68.65,57.62,53.57
180_640x640img271_2.jpg,0,86.22,59.76,60.66,93.0,58.0,58.0,43.03,31.56,32.19
90_640x640img134_1.jpg,0,123.55,75.99,82.23,134.0,68.0,78.0,58.47,42.75,43.62
180_640x640img63_2.jpg,0,133.48,79.67,84.21,154.0,78.0,84.0,56.8,30.71,30.21
90_640x640img104_3.jpg,1,113.52,68.73,77.49,111.0,68.0,77.0,72.2,47.95,52.51
90_640x640img76_4.jpg,1,139.27,126.05,121.46,126.0,115.0,111.0,74.32,70.11,69.9
180_640x640img62_4.jpg,1,190.65,175.69,179.02,217.0,192.0,195.0,56.94,52.45,54.14
180_640x640img31_3.jpg,1,172.07,139.67,146.25,192.0,141.0,150.0,67.9,56.79,58.15
180_640x640img57_1.jpg,0,146.69,96.11,106.03,162.0,89.0,100.0,58.45,46.34,49.87
270_640x640img288_2.jpg,0,185.33,139.91,155.18,202.0,142.0,160.0,50.03,46.21,48.27
180_640x6402023-09-13&1107_1.jpg,0,81.85,63.7,68.38,73.0,54.0,55.0,53.1,47.86,53.07
270_640x640img11_4.jpg,1,133.33,125.04,130.76,127.0,117.0,120.0,63.71,62.7,64.07
180_640x640img71_2.jpg,0,130.62,84.85,84.44,130.0,78.0,74.0,63.56,40.04,41.28
90_640x640img288_2.jpg,0,185.42,139.97,155.32,202.0,142.0,160.0,49.98,46.21,48.21
270_640x640img295_3.jpg,1,169.57,128.18,139.51,189.0,133.0,145.0,60.15,56.97,59.82
90_640x640img169_3.jpg,1,97.81,74.38,76.75,86.0,65.0,67.0,52.42,37.61,38.1
270_640x640img225_5.jpg,1,107.05,105.78,114.58,106.0,103.0,104.0,61.86,61.43,66.72
270_640x6402023-09-13&m49_3.jpg,1,139.17,122.01,120.47,155.0,132.0,127.0,56.37,46.94,45.95
180_640x640img60_2.jpg,0,165.63,128.48,130.27,198.0,132.0,133.0,75.63,67.15,68.2
90_640x6402023-09-13&1107_1.jpg,0,82.02,63.74,68.45,74.0,54.0,55.0,53.06,47.87,53.08
180_640x6402023-09-13&37_1.jpg,0,105.95,101.88,102.14,99.0,93.0,89.0,62.62,60.65,62.93
90_640x640img11_4.jpg,1,133.32,125.06,130.74,127.0,117.0,120.0,63.71,62.66,64.06
180_640x640img109_2.jpg,0,101.38,76.37,82.89,77.0,60.0,65.0,52.39,39.85,42.6
270_640x640img91_5.jpg,1,162.22,141.92,142.27,199.0,165.0,164.0,75.88,69.9,69.87
180_640x640img20_4.jpg,1,119.27,115.85,113.38,113.0,108.0,102.0,65.63,65.51,64.45
180_640x640img222_1.jpg,0,118.72,72.13,87.54,107.0,63.0,76.0,51.76,44.68,49.94
90_640x640img203_3.jpg,1,169.72,118.61,113.44,189.0,121.0,113.0,61.46,49.24,51.06
90_640x640img23_2.jpg,0,125.89,79.03,73.17,144.0,79.0,72.0,70.52,44.88,42.17
270_640x640img22_3.jpg,1,136.91,110.02,105.93,146.0,109.0,103.0,69.76,56.44,57.08
180_640x640img97_4.jpg,1,178.61,144.48,140.08,211.0,163.0,159.0,73.43,60.18,59.93
270_640x640img125_3.jpg,1,168.64,116.19,118.06,186.0,111.0,112.0,64.34,47.71,51.72
90_640x640img200_2.jpg,0,162.82,112.22,104.68,177.0,114.0,100.0,79.41,59.29,56.15
90_640x640img218_3.jpg,1,157.85,124.95,118.03,161.0,127.0,117.0,65.08,51.04,52.39
270_640x640img278_1.jpg,0,136.28,95.91,115.35,143.0,95.0,115.0,45.73,43.19,45.33
180_640x640img52_3.jpg,1,167.26,128.41,131.36,196.0,134.0,137.0,67.92,58.49,60.8
90_640x640img217_3.jpg,1,122.55,99.4,97.14,130.0,93.0,87.0,56.32,49.28,54.04
90_640x640img258_3.jpg,1,78.45,55.87,73.5,81.0,58.0,78.0,37.72,28.93,34.11
180_640x640img174_4.jpg,1,150.19,126.69,137.63,164.0,132.0,141.0,71.01,62.47,60.78
270_640x640img188_3.jpg,1,152.4,132.83,121.57,166.0,136.0,119.0,65.89,56.73,53.86
270_640x640img7_1.jpg,0,138.12,109.65,114.99,141.0,106.0,110.0,65.59,53.63,57.12
180_640x640img8_5.jpg,1,144.51,136.4,133.73,164.0,151.0,146.0,63.68,64.08,65.05
270_640x640img282_4.jpg,1,160.59,158.39,168.22,176.0,175.0,182.0,65.05,64.3,65.33
180_640x6402023-09-13&947_3.jpg,1,108.46,101.67,99.93,95.0,91.0,87.0,61.87,56.51,58.33
270_640x640img293_3.jpg,1,53.52,32.76,38.86,54.0,29.0,35.0,26.29,19.03,19.44
180_640x640img292_3.jpg,1,147.04,128.37,126.82,161.0,132.0,128.0,69.57,69.8,72.04
180_640x640img185_5.jpg,1,122.84,114.42,120.75,114.0,105.0,109.0,65.14,60.4,62.82
270_640x640img112_2.jpg,0,122.23,89.76,92.3,97.0,76.0,78.0,59.84,40.44,41.96
90_640x640img22_3.jpg,1,136.94,110.09,105.99,146.0,109.0,103.0,69.75,56.38,57.06
90_640x640img58_2.jpg,0,192.56,128.25,128.02,211.0,126.0,128.0,54.61,51.97,54.28
180_640x640img98_3.jpg,1,122.37,101.37,114.06,110.0,101.0,116.0,60.6,45.59,49.94
270_640x640img152_3.jpg,1,180.54,150.28,150.7,198.0,157.0,158.0,63.81,49.91,48.48
270_640x640img249_3.jpg,1,68.79,59.7,63.02,57.0,49.0,50.0,51.75,43.74,46.14
270_640x640img221_2.jpg,0,180.32,144.98,166.34,187.0,143.0,168.0,38.13,44.51,45.42
90_640x640img29_3.jpg,1,144.27,101.16,105.33,144.0,104.0,110.0,74.35,51.62,55.11
90_640x640img267_2.jpg,0,119.61,85.81,104.84,106.0,65.0,88.0,61.94,66.29,68.25
270_640x640img205_3.jpg,1,153.52,123.8,120.78,176.0,115.0,109.0,69.66,64.42,66.25
180_640x640img41_1.jpg,0,125.88,71.07,74.24,134.0,65.0,67.0,51.83,40.86,44.6
90_640x640img18_2.jpg,0,143.19,112.53,102.9,149.0,113.0,98.0,79.96,63.32,60.56
180_640x640img247_4.jpg,1,117.49,91.04,103.52,103.0,71.0,83.0,57.09,58.28,62.6
270_640x640img193_3.jpg,1,126.05,98.04,80.4,130.0,94.0,74.0,62.05,50.0,46.42
180_640x640img164_4.jpg,1,103.19,87.76,92.88,94.0,79.0,80.0,54.38,41.4,40.4
180_640x640img286_3.jpg,1,119.16,109.66,124.16,123.0,115.0,121.0,59.53,53.28,57.59
90_640x640img46_4.jpg,1,154.69,126.3,139.34,181.0,133.0,147.0,77.54,69.95,75.35
270_640x640img246_2.jpg,0,149.59,129.04,142.52,142.0,139.0,156.0,67.86,65.62,69.44
270_640x640img196_2.jpg,0,119.94,90.84,89.08,124.0,87.0,79.0,64.65,53.66,57.15
270_640x640img73_3.jpg,1,182.19,125.7,127.23,217.0,136.0,138.0,71.48,56.66,55.45
270_640x640img241_1.jpg,0,154.1,120.69,129.87,153.0,105.0,118.0,61.95,61.02,59.8
180_640x640img7_1.jpg,0,138.14,109.6,114.94,141.0,106.0,110.0,65.64,53.7,57.18
90_640x6402023-09-13&30_1.jpg,0,93.1,82.68,76.68,60.0,61.0,59.0,65.88,52.03,46.45
180_640x640img173_4.jpg,1,166.5,137.91,138.54,180.0,140.0,139.0,71.4,67.24,65.57
270_640x640img213_2.jpg,0,121.65,88.94,79.06,111.0,86.0,74.0,63.07,46.6,45.19
180_640x640img258_3.jpg,1,78.4,55.88,73.45,81.0,58.0,78.0,37.75,28.93,34.15
180_640x640img280_3.jpg,1,104.2,70.63,69.05,101.0,61.0,60.0,47.43,37.49,35.36
180_640x640img235_1.jpg,0,175.7,145.16,166.69,194.0,146.0,171.0,52.21,55.29,56.82
270_640x640img272_1.jpg,0,109.36,77.84,99.08,104.0,72.0,91.0,52.04,44.51,50.01
90_640x640img292_3.jpg,1,147.2,128.29,126.73,161.0,132.0,128.0,69.4,69.78,72.04
90_640x640img191_3.jpg,1,115.2,106.7,104.24,105.0,97.0,92.0,67.55,63.34,64.69
180_640x640img226_1.jpg,0,119.9,82.33,97.21,118.0,74.0,91.0,57.88,49.71,55.41
90_640x640img77_3.jpg,1,188.25,150.53,151.72,220.0,157.0,159.0,70.11,67.53,67.68
180_640x640img96_4.jpg,1,147.95,113.06,106.36,172.0,124.0,113.0,69.21,52.81,52.07
270_640x640img242_2.jpg,0,116.67,89.52,106.38,111.0,78.0,97.0,53.48,53.6,57.3
90_640x640img121_2.jpg,0,106.43,60.65,62.07,98.0,57.0,58.0,70.51,43.52,44.4
180_640x640img89_5.jpg,1,159.55,147.79,144.84,182.0,165.0,161.0,76.36,72.58,73.63
180_640x640img118_3.jpg,1,156.2,101.52,108.07,180.0,108.0,115.0,69.33,48.85,52.52
270_640x640img170_2.jpg,0,141.95,121.66,125.68,145.0,124.0,130.0,64.24,54.66,52.53
270_640x640img92_5.jpg,1,170.29,139.22,138.59,196.0,160.0,159.0,62.03,65.35,68.37
180_640x6402023-09-13&m49_3.jpg,1,138.96,121.96,120.47,155.0,132.0,127.0,56.58,47.0,45.98
90_640x640img141_2.jpg,0,124.62,96.05,97.07,120.0,77.0,79.0,69.49,64.6,64.3
90_640x640img85_1.jpg,0,96.61,61.81,66.22,89.0,53.0,57.0,51.32,32.83,34.63
270_640x640img135_3.jpg,1,89.77,78.05,79.4,79.0,76.0,77.0,34.28,18.91,17.94
180_640x640img219_4.jpg,1,134.0,98.45,85.84,135.0,91.0,76.0,76.7,56.43,49.13
270_640x640img69_3.jpg,1,169.94,124.58,118.73,194.0,128.0,121.0,62.34,53.54,53.32
180_640x640img119_3.jpg,1,151.34,104.94,114.3,162.0,110.0,118.0,77.67,56.27,60.17
270_640x640img147_2.jpg,0,132.08,116.31,123.14,135.0,116.0,121.0,62.57,67.04,65.87
270_640x640img58_2.jpg,0,192.68,128.34,128.04,211.0,126.0,128.0,54.5,51.97,54.32
180_640x640img5_4.jpg,1,148.93,124.11,124.14,166.0,130.0,131.0,79.17,61.39,60.38
180_640x640img223_2.jpg,0,146.0,117.26,142.43,168.0,122.0,152.0,54.22,47.22,51.12
270_640x640img55_2.jpg,0,190.45,122.17,123.05,208.0,121.0,122.0,54.03,49.43,51.86
