Name,FAMACHA,Mean_R,Mean_G,Mean_B,Median_R,Median_G,Median_B,Std_R,Std_G,Std_B
180_640x640img207_3.jpg,1,180.96,113.7,117.16,187.0,111.0,115.0,49.04,40.06,39.34
180_640x640img208_4.jpg,1,230.67,173.51,166.95,246.0,181.0,174.0,34.02,38.12,40.05
180_640x640img210_2.jpg,0,150.76,100.76,107.05,157.0,95.0,98.0,31.16,33.22,36.53
180_640x640img212_3.jpg,1,234.16,179.97,169.52,244.0,185.0,177.0,25.51,39.52,42.02
180_640x640img213_2.jpg,0,200.97,134.23,124.45,208.0,134.0,123.0,35.73,36.46,37.43
180_640x640img215_2.jpg,0,220.2,143.88,143.92,234.0,144.0,145.5,38.37,46.0,47.78
180_640x640img216_3.jpg,1,231.57,179.32,180.49,237.0,189.0,190.0,19.22,34.2,35.42
180_640x640img217_3.jpg,1,165.6,123.52,119.23,167.0,118.0,115.0,31.66,42.88,48.01
180_640x640img218_3.jpg,1,222.43,171.25,166.87,228.0,178.0,174.0,24.71,28.77,33.77
180_640x640img21_4.jpg,1,174.18,149.0,149.21,192.0,154.0,155.0,43.12,45.61,47.48
180_640x640img220_3.jpg,1,230.93,168.7,160.33,238.0,172.0,163.0,25.18,34.33,35.16
180_640x640img221_2.jpg,0,186.61,145.38,169.17,190.0,144.0,170.0,31.84,39.61,40.47
180_640x640img222_1.jpg,0,134.39,79.38,97.62,129.0,75.0,95.0,47.49,46.02,50.41
180_640x640img223_2.jpg,0,168.09,129.24,158.26,178.0,130.0,162.0,32.27,38.65,39.15
180_640x640img224_2.jpg,0,200.33,137.36,160.7,209.0,138.0,165.0,35.62,35.03,35.42
180_640x640img226_1.jpg,0,148.1,99.37,118.98,145.0,97.0,120.0,43.15,46.57,48.91
180_640x640img227_4.jpg,1,195.33,168.77,191.02,201.0,181.0,207.0,39.88,49.96,48.96
180_640x640img228_2.jpg,0,189.93,138.53,166.32,194.0,142.0,173.0,34.22,43.77,40.93
180_640x640img229_2.jpg,0,135.69,89.23,111.21,138.0,89.0,115.0,52.41,54.53,59.38
180_640x640img22_3.jpg,1,184.92,143.24,139.02,199.0,144.0,139.0,40.14,42.82,44.5
180_640x640img230_2.jpg,0,209.32,152.21,154.69,218.0,147.0,150.0,34.91,48.81,49.99
180_640x640img234_1.jpg,0,137.88,83.02,95.92,140.0,81.0,96.0,27.29,28.58,28.04
180_640x640img235_1.jpg,0,200.43,161.14,189.11,205.0,166.0,194.0,28.51,48.43,42.51
180_640x640img236_1.jpg,0,148.75,111.9,139.23,148.0,106.0,136.0,36.38,44.76,47.22
180_640x640img238_3.jpg,1,190.81,138.48,150.67,194.0,138.0,155.0,47.17,69.97,68.76
180_640x640img239_3.jpg,1,122.54,91.83,115.03,118.0,86.0,113.0,46.66,44.84,48.01
180_640x640img23_2.jpg,0,170.54,99.76,92.87,186.0,96.0,87.0,49.79,39.66,38.51
180_640x640img242_2.jpg,0,131.25,90.82,113.43,125.0,81.0,107.0,49.46,51.6,56.21
180_640x640img243_1.jpg,0,168.17,119.31,133.37,173.0,116.0,130.0,32.33,40.2,40.02
180_640x640img244_3.jpg,1,164.82,129.58,149.47,166.0,128.0,151.0,45.16,47.7,49.02
180_640x640img245_2.jpg,0,164.41,110.9,113.06,162.0,107.0,110.0,41.47,33.92,36.84
180_640x640img246_2.jpg,0,176.89,150.01,166.13,195.0,170.0,190.0,58.79,58.33,61.06
180_640x640img247_4.jpg,1,135.57,100.85,116.01,128.0,85.0,104.0,54.42,59.71,63.13
180_640x640img248_2.jpg,0,190.12,147.52,165.41,192.0,145.0,167.0,42.0,53.23,51.44
180_640x640img24_3.jpg,1,222.15,185.44,192.78,230.0,188.0,197.0,26.26,38.95,40.03
180_640x640img250_2.jpg,0,189.96,135.93,158.64,193.0,139.0,163.0,23.85,40.77,39.76
180_640x640img252_3.jpg,1,180.81,132.31,132.87,190.0,130.0,132.0,35.07,46.34,47.34
180_640x640img253_2.jpg,0,194.28,145.7,172.99,202.0,153.0,181.0,37.76,57.71,54.69
180_640x640img254_2.jpg,0,149.53,99.26,124.53,148.0,88.0,118.0,49.62,56.25,58.32
180_640x640img255_1.jpg,0,155.44,103.94,131.78,154.0,97.0,127.0,43.58,41.48,43.65
180_640x640img256_2.jpg,0,206.53,167.23,193.73,214.0,171.0,198.0,27.88,40.08,37.62
180_640x640img257_3.jpg,1,172.72,126.3,144.8,179.0,127.0,146.0,25.3,36.98,37.07
180_640x640img258_3.jpg,1,89.7,60.54,82.18,90.0,62.0,86.0,31.65,24.58,29.09
180_640x640img259_2.jpg,0,183.74,146.42,175.07,191.0,150.0,185.0,41.7,46.11,45.45
180_640x640img25_1.jpg,0,141.88,68.36,78.6,150.0,59.0,69.0,43.88,37.5,38.63
180_640x640img260_3.jpg,1,173.54,127.42,150.33,184.0,126.0,151.0,35.54,44.89,45.58
180_640x640img261_3.jpg,1,174.78,119.19,147.59,185.0,119.0,150.0,33.9,34.44,35.51
180_640x640img262_3.jpg,1,182.54,136.36,158.79,199.0,137.0,161.0,40.61,48.01,48.41
180_640x640img263_1.jpg,0,178.83,116.66,143.44,190.0,119.0,149.0,40.4,55.23,56.45
180_640x640img264_2.jpg,0,210.35,171.65,196.33,217.0,179.0,201.0,24.45,43.0,38.14
180_640x640img265_2.jpg,0,146.9,119.78,139.82,153.0,116.0,137.0,28.89,39.1,39.96
180_640x640img266_3.jpg,1,189.11,150.76,156.38,194.0,153.0,158.0,31.89,34.03,36.25
180_640x640img267_2.jpg,0,146.49,101.21,126.88,151.0,94.0,125.0,58.35,65.99,66.43
180_640x640img268_3.jpg,1,141.88,114.64,142.62,146.0,125.0,157.0,54.61,53.24,57.54
180_640x640img269_3.jpg,1,109.55,80.32,82.09,110.0,82.0,84.0,36.47,20.32,16.89
180_640x640img26_1.jpg,0,152.45,75.72,85.65,155.0,68.0,78.0,35.67,34.09,35.07
180_640x640img270_2.jpg,0,213.55,135.28,131.34,221.0,132.0,127.0,31.1,29.6,30.04
180_640x640img272_1.jpg,0,130.42,84.79,110.65,133.0,81.0,108.0,48.55,46.85,51.21
180_640x640img273_2.jpg,0,164.09,112.38,142.64,171.0,109.0,142.0,34.48,41.46,41.56
180_640x640img274_3.jpg,1,172.98,110.93,132.93,184.0,113.0,136.0,35.49,33.28,35.99
180_640x640img275_2.jpg,0,143.73,103.74,118.13,145.0,104.0,119.0,32.96,27.38,31.44
180_640x640img277_1.jpg,0,149.63,115.89,134.01,172.0,117.0,137.0,55.64,43.44,46.54
180_640x640img278_1.jpg,0,151.54,100.98,124.83,150.0,98.0,122.0,35.59,40.06,41.71
180_640x640img279_2.jpg,0,178.38,107.09,107.27,179.0,109.0,109.0,37.93,29.03,30.18
180_640x640img27_2.jpg,0,143.9,69.9,78.83,149.0,62.0,71.0,36.51,32.16,32.82
180_640x640img280_3.jpg,1,130.15,84.92,82.36,129.0,76.0,74.0,37.73,37.04,35.51
180_640x640img281_2.jpg,0,138.12,84.2,97.29,135.0,78.0,90.0,36.09,37.4,40.71
180_640x640img282_4.jpg,1,211.36,199.75,214.99,218.0,205.0,224.0,28.42,33.96,35.39
180_640x640img283_2.jpg,0,188.08,125.67,148.11,200.0,131.0,156.0,42.19,45.51,48.93
180_640x640img284_3.jpg,1,160.63,125.87,136.18,157.0,111.0,122.0,44.41,55.76,56.42
180_640x640img285_3.jpg,1,129.67,95.97,119.81,129.0,97.0,124.0,40.9,34.98,38.84
180_640x640img286_3.jpg,1,157.85,127.26,148.27,165.0,131.0,152.0,30.21,27.71,32.11
180_640x640img287_3.jpg,1,192.24,130.06,137.27,196.0,136.0,144.0,33.18,35.46,35.96
180_640x640img288_2.jpg,0,198.67,147.44,165.16,211.0,151.0,172.0,40.04,44.41,44.55
180_640x640img28_3.jpg,1,215.54,146.15,150.87,222.0,147.0,150.0,31.85,35.71,38.0
180_640x640img290_3.jpg,1,197.37,168.58,183.92,208.0,170.0,186.0,35.02,38.88,41.38
180_640x640img291_3.jpg,1,163.23,101.57,89.98,166.0,100.0,88.0,22.14,19.77,20.19
180_640x640img292_3.jpg,1,203.23,176.64,177.01,208.0,172.0,171.0,33.93,48.71,51.29
180_640x640img293_3.jpg,1,65.13,36.92,44.22,64.0,33.0,40.0,21.51,18.18,18.55
180_640x640img294_2.jpg,0,143.98,84.49,91.61,145.0,79.0,86.0,38.34,38.64,39.83
180_640x640img295_3.jpg,1,192.56,142.77,155.69,207.0,152.0,167.0,43.33,51.32,53.43
180_640x640img296_3.jpg,1,193.12,152.62,172.1,203.0,160.0,182.0,44.13,45.82,47.77
180_640x640img29_3.jpg,1,208.66,139.07,146.95,215.0,142.0,148.0,36.54,32.41,34.33
180_640x640img2_4.jpg,1,215.76,196.78,194.13,230.0,205.0,202.0,43.85,45.12,44.75
180_640x640img30_4.jpg,1,204.85,161.29,168.97,219.0,170.0,178.0,44.8,44.57,46.1
180_640x640img31_3.jpg,1,207.24,160.16,168.51,218.0,158.0,166.0,43.12,45.93,47.34
180_640x640img32_3.jpg,1,212.57,141.46,146.84,219.0,138.0,143.0,32.86,35.6,36.52
180_640x640img33_4.jpg,1,187.63,159.07,163.99,200.0,165.0,171.0,48.47,47.83,50.79
180_640x640img34_3.jpg,1,214.91,152.33,155.34,223.0,154.0,157.0,29.44,35.86,37.28
180_640x640img35_3.jpg,1,220.62,176.86,183.19,240.0,189.0,195.0,52.01,50.4,51.6
180_640x640img37_4.jpg,1,207.44,157.81,156.93,232.0,167.0,167.0,63.07,59.91,60.18
180_640x640img39_3.jpg,1,162.36,133.33,149.39,178.0,138.0,154.0,48.3,44.21,47.46
180_640x640img3_1.jpg,0,197.22,105.66,94.27,207.0,104.0,91.0,35.41,34.35,34.21
180_640x640img40_1.jpg,0,169.97,91.19,97.1,171.0,84.0,89.0,28.73,41.56,42.57
180_640x640img41_1.jpg,0,159.56,91.86,100.12,161.0,79.0,86.0,37.22,42.91,46.24
180_640x640img42_2.jpg,0,182.0,128.0,140.11,195.0,129.0,141.0,49.54,41.55,44.63
180_640x640img43_2.jpg,0,152.62,94.34,99.2,183.0,93.0,95.0,75.02,56.14,57.11
180_640x640img44_3.jpg,1,221.76,165.0,168.51,234.0,171.0,176.0,39.17,48.48,51.2
180_640x640img45_3.jpg,1,184.68,125.27,133.01,189.0,123.0,132.0,39.08,47.59,49.87
180_640x640img46_4.jpg,1,198.33,160.26,175.86,214.0,165.0,179.0,48.06,54.15,58.18
180_640x640img47_3.jpg,1,233.18,181.16,175.99,237.0,179.0,174.0,20.29,34.03,35.45
180_640x640img48_4.jpg,1,206.83,171.02,175.12,220.0,179.0,183.0,47.94,46.74,48.7
180_640x640img49_3.jpg,1,198.88,142.47,147.98,206.0,142.0,148.0,34.77,47.82,49.44
180_640x640img50_4.jpg,1,202.76,177.25,188.02,205.0,175.0,187.0,31.73,40.07,40.95
180_640x640img51_3.jpg,1,211.57,134.31,144.18,222.0,140.0,151.0,38.36,51.83,53.49
180_640x640img52_3.jpg,1,188.63,138.87,142.42,213.0,148.0,153.0,58.64,57.57,59.98
180_640x640img53_2.jpg,0,185.0,106.84,113.41,185.0,100.0,106.0,29.52,45.03,46.3
180_640x640img54_2.jpg,0,171.12,98.1,102.38,175.0,93.0,97.0,32.82,38.56,40.21
180_640x640img55_2.jpg,0,224.2,148.21,152.46,231.0,156.0,160.0,23.36,41.28,40.6
180_640x640img56_2.jpg,0,218.91,164.13,165.1,244.0,176.0,178.0,55.93,58.84,58.87
180_640x640img57_1.jpg,0,181.26,113.62,126.11,184.0,112.0,124.0,32.26,41.95,43.57
180_640x640img58_2.jpg,0,214.49,142.63,143.07,220.0,145.0,145.0,28.84,45.33,47.41
180_640x640img59_2.jpg,0,206.73,125.96,129.38,211.0,124.0,128.0,28.33,42.4,43.75
180_640x640img5_4.jpg,1,215.43,168.34,165.27,226.0,171.0,168.0,30.94,37.69,40.21
180_640x640img60_2.jpg,0,211.67,161.13,162.87,229.0,167.0,171.0,39.62,54.06,55.25
180_640x640img61_3.jpg,1,233.41,183.25,181.68,237.0,188.0,187.0,18.84,36.46,38.03
180_640x640img62_4.jpg,1,213.23,193.66,197.56,221.0,199.0,203.0,33.98,36.89,38.31
180_640x640img63_2.jpg,0,162.61,90.39,96.06,175.0,89.0,95.0,37.62,28.15,26.0
180_640x640img64_1.jpg,0,140.99,70.35,92.88,139.0,60.0,81.0,43.83,40.66,44.92
180_640x640img65_2.jpg,0,237.64,194.04,199.84,247.0,198.0,205.0,23.59,36.94,37.32
180_640x640img66_2.jpg,0,225.38,177.08,177.41,233.0,181.0,182.0,25.39,40.0,40.99
180_640x640img67_1.jpg,0,163.67,102.22,121.5,167.0,98.0,118.0,34.49,49.24,51.7
180_640x640img68_3.jpg,1,167.19,110.85,123.17,171.0,103.0,117.0,31.26,41.49,45.35
180_640x640img69_3.jpg,1,207.25,150.68,143.67,211.0,149.0,143.0,25.65,37.32,38.48
180_640x640img6_3.jpg,1,190.46,149.0,149.46,201.0,153.0,154.0,47.13,48.54,49.5
180_640x640img70_4.jpg,1,233.49,193.36,192.08,240.0,195.0,196.0,23.39,33.06,33.22
180_640x640img72_2.jpg,0,217.92,161.25,162.6,224.0,161.0,162.0,32.03,37.83,38.21
180_640x640img73_3.jpg,1,189.07,129.79,131.45,221.0,140.0,142.0,69.48,56.14,54.57
180_640x640img74_4.jpg,1,195.47,153.33,152.15,242.0,179.0,178.0,82.82,70.52,68.45
180_640x640img75_4.jpg,1,215.8,182.1,175.36,222.0,187.0,179.0,27.96,42.0,43.57
180_640x640img76_4.jpg,1,223.88,199.52,193.61,240.0,213.0,206.0,36.72,45.25,45.43
180_640x640img77_3.jpg,1,231.46,186.91,188.26,240.0,190.0,193.0,27.14,46.94,46.72
180_640x640img78_4.jpg,1,220.21,175.68,180.72,224.0,177.0,184.0,27.83,42.81,42.25
180_640x640img79_4.jpg,1,208.89,165.44,166.45,215.0,166.0,167.0,27.6,33.69,33.81
180_640x640img7_1.jpg,0,197.29,130.19,134.02,200.0,120.0,123.0,29.05,47.81,49.43
180_640x640img80_4.jpg,1,192.95,144.29,140.34,216.0,154.0,153.0,64.05,59.94,61.24
180_640x640img81_4.jpg,1,221.24,165.75,172.58,226.0,169.0,176.0,23.99,39.97,40.0
180_640x640img82_4.jpg,1,237.23,191.05,186.72,245.0,195.0,192.0,25.57,39.34,40.0
180_640x640img83_4.jpg,1,200.97,152.67,155.26,209.0,154.0,156.0,36.67,48.44,49.96
180_640x640img84_4.jpg,1,210.76,169.63,167.07,225.0,175.0,172.0,48.76,46.58,46.17
180_640x640img85_1.jpg,0,110.74,60.28,65.41,113.0,50.0,55.0,54.69,33.63,35.37
180_640x640img86_3.jpg,1,207.6,130.55,134.03,214.0,125.0,129.0,30.93,28.17,29.07
180_640x640img88_5.jpg,1,220.78,194.26,194.55,223.0,193.0,194.0,19.26,25.8,28.63
180_640x640img89_5.jpg,1,223.75,207.68,206.1,235.0,214.0,212.0,32.56,32.48,32.53
180_640x640img8_5.jpg,1,185.5,172.7,169.43,195.0,182.0,180.0,34.25,39.25,42.06
180_640x640img90_4.jpg,1,205.77,169.74,169.69,211.0,173.0,174.0,30.53,34.85,36.3
180_640x640img91_5.jpg,1,214.34,188.49,189.38,218.0,190.0,191.0,27.76,33.01,33.9
180_640x640img92_5.jpg,1,215.14,187.32,188.7,217.0,189.0,190.0,20.83,27.58,30.38
180_640x640img93_5.jpg,1,209.53,198.72,200.29,218.0,206.0,206.0,26.34,30.87,33.65
180_640x640img94_2.jpg,0,195.06,139.93,150.33,209.0,149.0,162.0,44.87,47.21,46.72
180_640x640img95_3.jpg,1,175.87,146.62,167.55,184.0,152.0,176.0,33.68,37.37,40.16
180_640x640img96_4.jpg,1,180.18,133.94,126.57,197.0,144.0,135.0,59.8,48.38,47.84
180_640x640img97_4.jpg,1,201.05,159.22,154.05,221.0,176.0,171.0,64.3,55.88,55.71
180_640x640img98_3.jpg,1,176.73,133.54,148.86,184.0,130.0,145.0,39.68,35.67,38.39
180_640x640img99_3.jpg,1,175.38,127.14,142.82,179.0,125.0,142.0,29.65,33.37,35.72
180_640x640img9_2.jpg,0,196.7,138.01,148.62,209.0,136.0,149.0,36.1,41.84,42.9
270_640x6402023-09-13&1105_2.jpg,0,193.8,169.45,162.59,204.0,183.0,181.0,36.46,57.87,66.99
270_640x6402023-09-13&1107_1.jpg,0,131.76,92.29,105.13,142.0,91.0,102.0,36.04,35.82,43.21
270_640x6402023-09-13&25_1.jpg,0,170.14,127.35,131.32,179.0,132.0,138.0,36.07,39.84,42.14
270_640x6402023-09-13&29_1.jpg,0,175.11,112.3,109.76,186.0,116.0,114.0,47.42,56.12,58.53
270_640x6402023-09-13&33_1.jpg,0,173.61,128.1,135.2,179.0,126.0,133.0,36.81,43.42,45.88
270_640x6402023-09-13&947_3.jpg,1,176.28,136.16,129.5,184.0,129.0,121.0,32.63,44.85,49.46
270_640x6402023-09-13&m49_3.jpg,1,177.36,146.54,144.85,180.0,148.0,149.0,25.15,34.15,36.28
270_640x640img100_3.jpg,1,167.02,115.41,122.77,174.0,114.0,124.0,38.61,34.52,37.04
270_640x640img101_3.jpg,1,171.38,121.73,143.4,179.0,118.0,141.0,42.43,39.24,39.1
270_640x640img102_4.jpg,1,193.07,161.87,182.23,199.0,162.0,182.0,31.3,33.61,34.89
